data_type,collector,purpose
account data,we,services
account datum,we,services
ai sale agent,we,services
automation,we,services
browsing datum,we,services
careers,we,services
cookie / pixel tag,we,services
deal room,we,services
domain name,we,services
email address,we,services
employer information,we,services
mobile,we,services
person name,we,services
phone number,we,services
pipeline management,we,services
postal address,we,services
publicly available information,we,services
refer url,we,services
site usage,we,services
visit survey,we,services
