data_type,collector,purpose
UNSPECIFIED_DATA,we,legal
personal data collect,we,legal
personal data collect from you,we,legal
personal data third party service make,we,legal
personal information,UNSPECIFIED_ACTOR,services
personal information,entity to we divest portion of business,
personal information,professional advisor who advise,
personal information,third party provider who assist we in marketing in compliance with applicable law,
personal information,we,"legal, advertising, analytics, security, services"
result information from credit reference agency,we,"legal, advertising, analytics, security, services"
