data_type,collector,purpose
Apple,we,services
Facebook,social media,
Google,we,services
Microsoft,social media,
Twitter,social media,
UNSPECIFIED_DATA,7geese,
UNSPECIFIED_DATA,employer,
UNSPECIFIED_DATA,enterprise sponsor,
UNSPECIFIED_DATA,paycor paths,
UNSPECIFIED_DATA,we,
appropriate opt choice,registrant,
contact information,we,
content,designee,
cookie / pixel tag,we,services
datum from online source,bot,"advertising, analytics, services"
datum from online source,power source bot,"advertising, analytics, services"
estimate of cost associate with,paycor,
individual opt choice,registrant,
nimble software systems,registrant,
personal information,UNSPECIFIED_ACTOR,
personal information,employer,
personal information,paycor,
personal information,paycor smart sourcing,"advertising, analytics, services"
personal information,potential employer,
personal information,registrant,
personal information,server own,
personal information,social media,
personal information,we,services
personal information necessary,employer,
personal information necessary,we,services
personal information of european union resident,registrant,
potential job applicant information,UNSPECIFIED_ACTOR,
progress through professional development,employer,
progress through professional development,enterprise sponsor,
