data_type,collector,purpose
Facebook,social media,
UNSPECIFIED_DATA,we,legal
accucampus,we,"legal, services, advertising, analytics"
accuclass,we,"legal, services, advertising, analytics"
accuclub,we,"legal, services, advertising, analytics"
accudemia,we,"legal, services, advertising, analytics"
accutraining,we,"legal, services, advertising, analytics"
billing information,we,legal
browser type,we,legal
clickstream datum,we,legal
conference lead,we,"legal, services, advertising, analytics"
cookie / pixel tag,we,"legal, services"
date time stamp,we,"legal, services"
demographic information about user base as whole,UNSPECIFIED_ACTOR,
demographic information about user base as whole,analytic provider,
demographic information about user base as whole,we,"legal, services"
demographic information about visitor as whole,we,"legal, services"
email address,we,"legal, services, advertising"
engineerica,we,"legal, services, advertising, analytics"
ip address,social media,
ip address,we,"legal, services, advertising"
log file,we,"legal, services, advertising, analytics"
person name,we,"legal, services, advertising, analytics"
personal information,we,"legal, services, advertising, analytics"
phone number,we,"legal, services, advertising, analytics"
postal address,we,"legal, services, advertising, analytics"
report,we,"legal, services, advertising, analytics"
