data_type,collector,purpose
UNSPECIFIED_DATA,channel partner,
UNSPECIFIED_DATA,reseller,
UNSPECIFIED_DATA,we,
allego conversation intelligence,we,"advertising, analytics, services"
allego modern enablement platform,we,"advertising, analytics, services"
allego modern learning,we,"advertising, analytics, services"
allego referral program,we,"advertising, analytics, services"
allego revenue enablement platform,we,"advertising, analytics, services"
allego sales content management,we,"advertising, analytics, services"
allego sales enablement platform,we,"advertising, analytics, services"
analytic provider,we,"advertising, analytics, services"
asset,we,"advertising, analytics, services"
auditor,in individual instance professional adviser act as processor,
banker,in individual instance professional adviser act as processor,
browsing / search history,UNSPECIFIED_ACTOR,advertising
browsing / search history,we,advertising
capability,we,"advertising, analytics, services"
careers,we,"advertising, analytics, services"
channel sale enablement,allego,
channel sale enablement,we,"advertising, analytics, services"
company name,UNSPECIFIED_ACTOR,advertising
company name,we,advertising
consultancy service,in individual instance professional adviser act as processor,
cookie / pixel tag,UNSPECIFIED_ACTOR,advertising
cookie / pixel tag,allego,
cookie / pixel tag,marketing partner,
cookie / pixel tag,supplier,
cookie / pixel tag,we,"advertising, analytics, services"
cookies,we,"advertising, analytics, services"
device event information,we,"advertising, analytics, services"
digital sale room,allego,
digital sales room,we,"advertising, analytics, services"
email address,UNSPECIFIED_ACTOR,advertising
email address,we,advertising
enablement ai,we,"advertising, analytics, services"
events,we,"advertising, analytics, services"
geolocation,we,"advertising, analytics, services"
information about yourself,we,"advertising, analytics, services"
information contain personal data,we,"advertising, analytics, services"
information we collect,we,"advertising, analytics, services"
insurer,in individual instance professional adviser act as processor,
integration,we,"advertising, analytics, services"
ip address,we,"advertising, analytics, services"
job title,UNSPECIFIED_ACTOR,advertising
job title,we,advertising
lawyer,in individual instance professional adviser act as processor,
name of allego customer who submit datum to we,we,"advertising, analytics, services"
newsroom,we,"advertising, analytics, services"
partner ecosystem,we,"advertising, analytics, services"
partner marketplace,we,"advertising, analytics, services"
person name,UNSPECIFIED_ACTOR,advertising
person name,we,advertising
personal data submit to cloud service,we,"advertising, analytics, services"
personal information,advertiser,
personal information,allego,
personal information,in individual instance professional adviser act as processor,
personal information,third party marketing service provider operate under direction,
personal information,we,"advertising, analytics, services"
phone number,UNSPECIFIED_ACTOR,advertising
phone number,we,advertising
readiness,we,"advertising, analytics, services"
sale content management,we,"advertising, analytics, services"
sales content management,allego,
stock,we,"advertising, analytics, services"
team,we,"advertising, analytics, services"
telephony log information,we,"advertising, analytics, services"
