data_type,collector,purpose
UNSPECIFIED_DATA,we,
activity,we,
call information,UNSPECIFIED_ACTOR,
call information,we,
cloud service provider,we,"services, analytics, security"
customer data,we,
detail concern safeguard employ,we,
email address,we,
geolocation,we,
information about meeting document in calendar,we,
information about you,we,services
person name,we,services
personal datum concern employee who engage with service,we,services
personal information,UNSPECIFIED_ACTOR,
personal information,entity be,
personal information,entity control we,services
personal information,entity under common control with we,
personal information,international organization,
personal information,we,"services, analytics, security"
personal information collect,we,"services, analytics, security"
phone number,we,
position with customer,we,"services, analytics, security"
prospect datum,we,"services, analytics, security"
support provider,we,"services, analytics, security"
text,we,
user datum,we,"services, analytics, security"
winn . ai ltd.,we,"services, analytics, security"
