data_type,collector,purpose
UNSPECIFIED_DATA,backup,
UNSPECIFIED_DATA,blue sky elearn,
UNSPECIFIED_DATA,we,services
appropriate record of personal datum breach,we,services
category of data subject involve,UNSPECIFIED_ACTOR,
category of data subject involve,blue sky,
category of data subject involve,blue sky elearn,"analytics, security, services"
category of data subject involve,we,"services, security"
datum concern use of website,we,services
datum receive from customer,blue sky elearn,"analytics, security, services"
email address,area of site,
enhance personalized feature,UNSPECIFIED_ACTOR,
enhance personalized feature,blue sky elearn website,
enhance personalized feature,platform,
enhance personalized feature,we,services
information relate to organization for you work,area of site,
ip address,platform,
ip address,we,services
language,UNSPECIFIED_ACTOR,
language,blue sky elearn website,
language,platform,
language,we,services
main webpage,we,"services, security"
minimal business information,blue sky elearn,"analytics, security, services"
necessary information in concise format,we,services
ongoing training,we,"services, security"
person name,area of site,
region,UNSPECIFIED_ACTOR,
region,blue sky elearn website,
region,platform,
region,we,services
secure backup of personal datum,we,"services, security"
user datum,UNSPECIFIED_ACTOR,
username,UNSPECIFIED_ACTOR,
username,blue sky elearn website,
username,platform,
username,we,services
webpage,we,"services, security"
