data_type,collector,purpose
Slack,we,"advertising, services, analytics"
UNSPECIFIED_DATA,analytic provider,
UNSPECIFIED_DATA,we,"advertising, services"
aggregate / deidentified / pseudonymized information,we,"advertising, services, analytics"
aggregate reporting relate to usage of service by user,we,"advertising, services, analytics"
browser type,we,"advertising, services, analytics"
clickstream data,we,"advertising, services, analytics"
contact information,we,"advertising, services, analytics"
content you provide,Microsoft,services
content you provide,bot service,services
cookie / pixel tag,UNSPECIFIED_ACTOR,analytics
cookie / pixel tag,we,"advertising, services, analytics"
cookie / pixel tag,we,"advertising, services, analytics, legal"
criminal record,we,"advertising, services, analytics"
date,we,"advertising, services, analytics"
date time stamp,we,"advertising, services, analytics"
demographic information about user base as whole,UNSPECIFIED_ACTOR,analytics
demographic information about user base as whole,we,"advertising, services, analytics"
demographic information about user base as whole,we,"advertising, services, analytics, legal"
department,we,"advertising, services, analytics"
domain name,we,"advertising, services, analytics"
email address,we,"advertising, services, analytics"
fellow browser extension,we,"advertising, services, analytics, legal"
fellow for ms teams,we,"advertising, services, analytics, legal"
health information about you,we,"advertising, services, analytics"
information about account,we,"advertising, services, analytics"
information collect from user,we,"advertising, services, analytics"
information collect from user,we,"advertising, services, analytics, legal"
ios android,we,"advertising, services, analytics, legal"
ip address,we,"advertising, services, analytics"
job title,we,"advertising, services, analytics"
mac windows,we,"advertising, services, analytics, legal"
meeting room,we,"advertising, services, analytics"
o,we,"advertising, services, analytics"
person name,we,"advertising, services, analytics"
personal data we have about you,we,"advertising, services, analytics"
personal information,new control entity,
personal information,party you consent,
personal information,we,"advertising, services, analytics"
personal information,we,"advertising, services, analytics, legal"
political affiliation,we,"advertising, services, analytics"
racial origin,we,"advertising, services, analytics"
related service describe in terms of use,we,"advertising, services, analytics, legal"
religious belief,we,"advertising, services, analytics"
service provider,we,"advertising, services, analytics, legal"
set of third party,we,"advertising, services, analytics"
sexual preference,we,"advertising, services, analytics"
time,we,"advertising, services, analytics"
title,we,"advertising, services, analytics"
