data_type,collector,purpose
UNSPECIFIED_DATA,ebsta product,
UNSPECIFIED_DATA,we,services
contact information,we,"services, analytics"
cookie / pixel tag,we,"services, analytics"
copy,ebsta server,analytics
copy,we,"services, analytics"
copy of datum,we,"services, analytics"
copy of email document,ebsta server,analytics
copy of email document,we,"services, analytics"
email tracking,we,"services, analytics"
email we analyse as part of,we,"services, analytics"
information we collect,we,"services, analytics"
least amount of information scope,ebsta,services
payment information,payment processor,
personal information,host provider,
personal information,we,"services, analytics"
related datum,we,"services, analytics"
